행정구,행정동,갈비/삼겹살,닭/오리요리,분식,양식,유흥주점,일식/수산물,제과제빵떡케익,커피점/카페,패스트푸드,한식/백반/한정식,총생활인구수_평일,10대 미만 생활인구_평일,10대 생활인구_평일,20~30대 생활인구_평일,40~50대 생활인구_평일,60대 생활인구_평일,70대 이상 생활인구_평일,총생활인구수_주말,10대 미만 생활인구_주말,10대 생활인구_주말,20~30대 생활인구_주말,40~50대 생활인구_주말,60대 생활인구_주말,70대 이상 생활인구_주말,대학교(전체),일반대학,온라인대학,초중고(전체),초등학교,중학교,고등학교,총인구수,총가구수,가구당인구수,평균소득금액,상권변화지표,운영점포영업개월,폐업점포영업개월,10대 미만,10대,20 ~ 30대,40 ~ 50대,60대,70대 이상,총인구,역(전체),역(환승역)
노원구,중계1동,3,7,20,2,5,4,6,33,19,16,596984.9646,51252.9358,154174.123,93047.49459,198004.4099,49646.33777,50859.66377,606984.2532,43559.81474,149888.0954,100016.4876,218427.3785,47717.5714,47374.90581,0,0,0,3,1,1,1,26623,8700,3.06,3321.14,LL,108.0,52.0,1742,5397,4781,10779,2298,1589,26586,0,0
노원구,중계4동,11,24,10,4,15,13,8,29,10,47,383705.3385,31129.02112,56484.54018,73782.20971,117081.6738,45881.52765,59346.3651,392479.274,25720.88159,47441.8937,81678.57071,129321.9791,48085.48919,60230.4606,0,0,0,7,2,3,2,20089,7886,2.55,3321.14,LL,105.0,49.0,955,2078,4271,6762,2709,2870,19645,3,2
노원구,"중계2,3동",0,17,20,5,10,6,9,20,15,20,779062.0569,69031.01276,108324.9626,165210.3357,240521.254,87512.28975,108462.2019,797881.7774,59549.71626,94454.46755,184287.854,263677.3586,88875.09923,107037.2832,0,0,0,9,4,2,3,34563,14400,2.4,3321.14,LL,119.0,55.0,1711,2898,7900,10847,4927,5316,33599,1,0
노원구,상계1동,11,29,28,10,42,18,20,55,23,80,847546.9875,70569.96942,82504.70405,188334.1699,258379.5377,118734.6537,129023.9549,916690.9524,70067.8181,85781.4856,214972.4128,287966.6688,125370.6069,132531.9617,0,0,0,6,3,2,1,38051,14597,2.61,3676.98,LL,110.0,51.0,2039,3138,9541,12232,6317,4677,37944,1,0
노원구,상계2동,18,34,40,28,77,36,30,75,31,127,673994.4983,38969.7391,70554.76211,189031.9488,207123.2169,83532.27579,84782.55515,735876.7746,45349.93879,82368.80003,215084.7229,221955.6294,85083.37048,86034.31425,0,0,0,2,1,1,0,20125,8063,2.5,3676.98,LL,107.0,49.0,828,1718,5356,6586,3065,2212,19765,0,0
노원구,"상계3,4동",10,13,13,7,19,10,11,18,9,33,461131.6411,24525.9855,36268.37355,97915.21351,146404.0447,71587.76298,84430.26097,498798.3982,26067.3807,40537.87258,108805.666,161318.2377,75409.27634,86659.96201,0,0,0,2,2,0,0,25887,10932,2.37,3676.98,HH,124.0,57.0,1222,1872,5669,8148,4409,4189,25509,1,0
노원구,상계5동,9,24,27,3,35,21,20,18,16,47,417428.1413,23766.77258,38102.35147,95913.15592,131285.3403,58638.43938,69722.08039,451505.4329,26432.9846,44650.1343,108222.9082,141215.6734,60327.6592,70656.07226,0,0,0,1,1,0,0,24007,10085,2.38,3676.98,LL,114.0,52.0,962,1832,5847,7775,3850,3510,23776,0,0
노원구,"상계6,7동",9,26,25,16,20,27,12,36,16,59,1105327.282,85716.70493,122548.01,292493.8098,347871.4431,122958.4635,133738.8514,1080833.424,82841.83608,112203.6462,301842.3678,341923.2666,115963.2824,126059.0208,1,1,0,6,3,2,1,32476,13102,2.48,3676.98,LL,116.0,52.0,2122,2813,8925,10781,4157,3351,32149,0,0
노원구,상계8동,4,7,5,4,5,4,7,13,6,9,431197.347,60873.40161,49389.77349,109775.3892,121665.9297,44279.65435,45213.19526,434150.8865,51351.49657,45324.45205,120487.6217,129266.0357,43593.57541,44127.70334,0,0,0,4,2,1,1,22389,8747,2.56,3676.98,LH,121.0,59.0,2141,1862,7311,6803,2384,1917,22418,0,0
노원구,상계9동,2,6,11,1,5,4,10,8,8,7,425338.1232,44259.98818,57658.3939,96337.88677,122498.211,51243.29553,53340.34796,437599.3408,38001.22563,51665.39117,109459.5298,132639.8881,52334.48134,53498.82713,0,0,0,7,3,2,2,20550,8009,2.57,3676.98,HL,129.0,55.0,1153,1845,5280,6698,2896,2270,20142,1,0
노원구,상계10동,0,2,6,1,1,1,3,8,4,6,301625.5566,20963.87135,32044.36884,85324.47245,93393.62302,36202.75391,33696.46694,335260.8802,24418.05093,33674.39726,99915.19316,104697.64,37960.27996,34595.318,0,0,0,4,2,1,1,15695,6267,2.5,3676.98,LL,108.0,52.0,1239,1535,5355,6074,2536,1738,18477,0,0
은평구,녹번동,13,21,27,7,29,21,10,46,11,74,789181.2132,49921.52292,53630.75664,232208.2125,254880.7773,95168.74356,103371.1997,823656.5195,53145.67056,60735.05999,245314.7363,261268.7727,97276.32894,105915.9481,0,0,0,3,3,0,0,37283,15898,2.35,4622.89,LH,113.0,56.0,2312,2149,10870,11376,5348,4831,36886,2,0
은평구,불광1동,10,19,24,2,24,11,15,43,11,53,684240.8024,45990.63485,48579.94194,172450.2257,210481.4086,89472.06618,117266.5245,735581.4145,46715.18866,52803.86444,194708.6493,231112.097,92030.90724,118210.7075,0,0,0,3,3,0,0,37940,16130,2.35,4340.3,LH,121.0,56.0,2068,2461,10411,12118,5844,5363,38265,1,0
은평구,불광2동,11,8,30,7,19,9,6,6,12,72,491914.6439,30451.65721,44780.95691,128954.7387,149553.3726,66270.40838,71903.5081,531467.7212,26247.202,42549.16261,149015.7651,167722.0147,71717.68001,74215.89629,0,0,0,6,2,3,1,28089,12748,2.2,4340.3,HH,123.0,58.0,955,1592,7886,8232,4500,4104,27269,0,0
은평구,갈현1동,16,21,27,18,65,33,16,36,9,96,524412.1119,26709.84156,47160.97401,160701.5475,155757.8168,65529.71758,68552.21451,544346.2927,25544.90465,42066.94839,179245.0061,163454.4429,66753.86479,67281.1272,0,0,0,0,0,0,0,22811,10049,2.27,4394.9,LL,113.0,53.0,722,1279,5762,6322,3362,2776,20223,2,2
은평구,갈현2동,8,27,29,10,37,24,18,55,16,104,534845.8048,41520.3621,67164.64612,139514.826,162020.3492,58857.96038,65767.66443,550291.7852,36067.75104,52211.9329,158335.6262,175203.4505,61479.31216,66993.7144,0,0,0,10,2,3,5,28625,11600,2.47,4394.9,LL,104.0,52.0,1284,2340,8046,9197,3909,3450,28226,0,0
은평구,구산동,3,14,17,7,5,4,12,27,8,33,591095.9142,53055.68127,75871.6375,141051.3685,173153.8528,66160.29498,81803.08031,600795.371,43509.31201,61920.77116,153820.8621,187179.6579,69399.1659,84965.59703,0,0,0,9,3,3,3,31971,11930,2.68,4537.62,LL,111.0,55.0,1550,2633,8446,10477,4850,4163,32119,1,0
은평구,대조동,7,18,45,21,51,25,27,41,23,110,970440.7167,62549.97223,72863.44577,300440.9873,298041.3709,112690.4186,123854.5211,1017612.122,66317.66497,76725.23145,325861.6446,315189.2048,112931.6039,120586.7712,0,0,0,4,2,0,2,26694,13045,2.05,4531.56,LL,120.0,53.0,1003,1507,9159,7958,3642,3566,26835,2,2
은평구,응암1동,8,17,28,9,28,21,14,56,13,65,540198.1379,38061.87114,55004.12155,157403.7578,170706.2701,54428.78979,64593.32694,572986.5494,37477.7806,58053.46204,172520.657,183467.3335,55610.70241,65856.61476,0,0,0,3,1,1,1,26444,11270,2.35,4056.6,LH,120.0,56.0,2476,2745,9857,10559,4008,3543,33188,0,0
은평구,응암2동,0,5,7,5,16,9,5,22,6,44,371332.5533,48923.46034,38457.73422,89965.60447,118609.3155,34394.38289,40982.05619,395194.5353,46183.2178,37215.91077,100422.0848,133508.4599,35861.60278,42003.25713,0,0,0,1,1,0,0,26691,10184,2.62,4056.6,LH,84.0,56.0,3081,2509,7142,9535,3118,2691,28076,0,0
은평구,응암3동,14,24,30,6,74,31,21,45,5,78,597844.1019,35352.53826,52250.35731,162703.1734,186310.6685,74476.64215,86750.71162,626059.419,33588.49134,49542.39498,178898.5675,201029.6939,76051.40266,86948.86511,0,0,0,4,2,1,1,24668,11468,2.15,4056.6,HL,126.0,55.0,876,1432,6888,7402,3848,4043,24489,0,0
은평구,역촌동,9,24,43,13,37,29,25,63,30,114,961387.0799,78514.48489,82370.21076,262413.6949,306346.7451,107627.4666,124114.4733,1032771.561,84518.07776,90246.16085,291047.3876,329522.3469,112531.9073,124905.6806,0,0,0,1,1,0,0,45608,18956,2.41,4606.14,LL,107.0,52.0,2145,3267,12563,14751,6531,5730,44987,0,0
은평구,신사1동,4,6,15,8,18,15,13,28,3,42,539355.9022,38676.28985,44990.15518,148832.2457,171767.5307,65252.96519,69836.71557,588726.6364,40913.96573,50093.50066,167966.0557,189373.7396,69181.62968,71197.74066,1,1,0,1,0,1,0,26926,11051,2.44,3946.82,LL,119.0,52.0,1380,1888,7708,8538,4136,3379,27029,1,0
은평구,신사2동,4,9,7,3,11,3,9,20,7,16,303345.1763,24894.40254,36517.23082,74268.38435,89897.47371,38936.81905,38830.86484,316110.6395,20180.53198,28369.30194,85595.43526,99506.47731,41376.00794,41082.88279,0,0,0,6,3,2,1,20236,8310,2.44,3946.82,LH,114.0,57.0,943,1461,5366,6211,3143,2476,19600,1,0
은평구,증산동,11,7,15,6,20,10,12,22,3,36,355885.504,26550.19866,30738.25399,99382.37747,110346.7546,44202.38551,44665.53254,375666.8575,24549.1961,32243.48778,110409.7238,117326.123,45926.06535,45212.26298,0,0,0,3,1,2,0,15049,6223,2.42,4411.64,HH,134.0,58.0,1085,1489,5135,5793,2799,2270,18571,2,1
은평구,수색동,2,5,8,0,12,1,4,13,4,24,269302.613,13203.1083,19988.98047,83209.01506,92408.4704,32867.96117,27625.07477,268442.7567,15425.03533,23976.2169,80771.21899,89135.37229,31624.9843,27509.92103,0,0,0,1,1,0,0,8887,3619,2.46,3952.18,HH,164.0,71.0,946,911,3694,4199,1926,1500,13176,2,1
은평구,진관동,17,34,47,21,28,30,46,86,32,127,1406821.154,151735.5573,209664.5352,309047.5328,434946.7052,145298.6152,156128.2075,1467587.288,143596.0587,208496.2259,339800.7852,473824.275,148280.8606,153589.0799,0,0,0,11,5,2,4,55180,20100,2.75,3885.86,LL,75.0,46.0,3725,7267,13180,18731,6728,5554,55185,1,0
서대문구,천연동,0,6,18,6,14,10,13,14,10,31,406714.6144,27040.79739,39552.03133,109961.693,133492.3215,43946.38214,52721.38722,394093.4246,27019.42491,35689.38185,105563.2572,133051.5657,42837.81095,49931.98291,1,1,0,3,1,1,1,17792,7318,2.43,3785.184,HH,130.0,62.0,1119,1367,4352,5606,2335,2280,17059,1,0
서대문구,북아현동,4,9,8,6,15,4,8,19,11,16,1025859.561,73361.36009,61768.24515,370859.3014,366230.2065,82338.93315,71301.51471,742556.5252,66474.73144,53751.38588,247619.0169,243927.5511,68177.278,62606.56168,0,0,0,3,1,1,1,16373,7040,2.33,4378.6,HH,144.0,65.0,1386,1019,4973,5204,1859,1536,15977,0,0
서대문구,충현동,13,12,40,19,34,25,7,62,13,136,1038679.28,38920.27418,72724.07116,388601.3446,369246.8855,83630.71623,85555.98959,828570.0708,38986.25569,69472.5819,290169.2727,265735.1302,78920.97953,85285.85071,2,2,0,7,3,2,2,20190,9344,2.16,4254.448,HH,135.0,62.0,1151,1305,6761,6215,2720,2285,20437,2,2
서대문구,신촌동,31,29,105,95,104,67,51,265,58,257,1579245.444,35820.1637,117589.0204,948270.1976,305603.9014,86070.21802,85891.94441,1254592.624,33765.39487,100737.6401,754766.3166,228363.7612,67194.33039,69765.18049,2,2,0,5,3,1,1,26434,14793,1.79,5090.054,HL,129.0,53.0,589,1212,16308,4046,1431,1527,25113,1,0
서대문구,연희동,11,17,32,40,30,26,31,119,22,105,907598.6665,49004.83696,72946.94962,369855.0202,256294.8112,76424.19811,83072.84339,904854.6188,41417.70361,68479.99204,380470.4309,255619.5904,75471.31105,83395.58691,0,0,0,4,1,3,0,40195,19642,2.05,6218.82,LH,115.0,58.0,1554,2452,14632,10317,4288,4287,37530,0,0
서대문구,홍제1동,1,9,10,11,14,9,7,23,7,37,573247.6319,39129.13627,50215.4158,147293.2289,177250.8915,75768.44491,83590.51365,605359.373,38114.8163,53244.20515,161125.5465,191354.085,77793.47555,83727.24216,1,0,1,1,1,0,0,23762,9651,2.46,4138.59,HH,128.0,58.0,1402,1762,6218,7490,3471,3133,23476,1,0
서대문구,홍제3동,3,19,27,6,17,6,13,21,11,59,372493.855,25694.40403,34172.48984,92855.33949,112938.9527,48581.42691,58251.24283,388619.56,21716.32851,34176.39856,101597.4489,122378.1469,50015.98405,58735.25198,0,0,0,4,3,1,0,15384,6551,2.35,4138.59,HH,125.0,65.0,1013,1164,4786,5507,2665,2674,17809,0,0
서대문구,홍제2동,2,7,5,1,8,4,6,7,9,10,245500.2079,18163.3466,20952.69173,60031.35001,79230.96508,31970.39985,35151.45557,270384.2682,20212.41821,24462.39888,68911.34865,88003.00595,33116.83165,35678.26431,1,1,0,0,0,0,0,13699,5540,2.47,4138.59,HH,129.0,62.0,711,955,3568,4297,2156,1919,13606,1,0
서대문구,홍은1동,6,11,20,11,16,7,11,24,13,40,326151.8386,21216.86763,26666.94273,81904.49101,101912.9558,43186.57047,51264.00991,367789.2974,23312.41701,32052.44641,94903.8792,117269.3036,46700.67471,53550.57518,0,0,0,1,1,0,0,22204,8978,2.47,3830.59,LH,120.0,63.0,1414,1633,5956,7331,3441,3149,22924,0,0
서대문구,홍은2동,8,10,17,11,20,13,13,33,14,55,547357.0183,36082.38472,61893.89082,157610.2763,159369.8325,63807.06886,68593.56599,544901.9289,28154.3424,49484.93903,161636.569,170126.1064,66009.3205,69490.65074,1,1,0,6,2,3,1,26793,11497,2.33,3830.59,LH,118.0,59.0,1125,2075,7958,8204,3894,3521,26777,0,0
서대문구,남가좌1동,5,4,13,4,16,7,6,17,8,23,181452.8697,28328.4054,15569.18543,43728.683,57227.89409,17813.36999,18785.32978,186329.6169,28214.62731,16834.22658,46377.06345,60567.08615,17010.59583,17326.01858,0,0,0,1,1,0,0,15422,5467,2.82,3944.75,HH,138.0,65.0,2086,1748,3843,5748,1686,1485,16596,1,0
서대문구,남가좌2동,7,24,19,15,21,11,16,48,21,51,496389.2409,30966.3079,58072.74201,184231.4945,129723.9077,43724.22779,49670.56091,476588.5729,28830.85614,47289.77688,170430.039,137680.6645,42929.20089,49428.03573,1,1,0,2,1,1,0,29095,12439,2.34,3944.75,LL,112.0,54.0,2530,2508,9322,9418,3542,3409,30729,0,0
서대문구,북가좌1동,1,6,7,2,5,2,2,10,9,19,329365.4492,33038.1969,42108.54302,72493.73957,106889.567,34989.54362,39845.85827,353008.0088,32748.61028,41373.97299,82081.68398,120083.709,36460.43848,40259.59431,0,0,0,3,1,1,1,17845,6520,2.74,4564.93,LL,108.0,50.0,1244,1927,4192,6154,2300,2082,17899,0,0
서대문구,북가좌2동,13,24,20,13,33,20,12,43,20,57,809185.7313,65740.16399,78400.05582,222611.3849,251789.0844,87733.03196,102912.0117,846360.0171,61413.89014,79745.0369,239448.9197,271678.7213,90088.99068,103984.4577,0,0,0,0,0,0,0,32021,13748,2.33,4564.93,LL,118.0,55.0,1330,2245,8602,9872,4792,4386,31227,0,0
마포구,아현동,8,9,14,3,12,7,14,35,10,46,630098.7214,71207.87363,46534.77948,199029.5515,204656.5389,58277.94283,50392.03625,549373.3762,63635.82078,40378.73939,169808.2664,177937.5816,51163.53509,46449.43343,0,0,0,5,2,1,2,24327,9651,2.52,4621.313333,HH,124.0,57.0,2623,1786,7830,8369,2882,2091,25581,2,0
마포구,공덕동,10,14,28,14,14,21,12,54,12,115,978983.6671,62288.23361,64427.71579,334825.0241,327514.6418,97673.30699,92254.74327,913216.92,64085.28889,66185.76971,310174.8461,292981.4785,90402.78646,89386.7537,0,0,0,1,1,0,0,37185,16918,2.2,4406.8925,HH,128.0,61.0,2121,2198,12830,11626,4761,4063,37599,0,0
마포구,도화동,11,16,32,16,40,25,11,48,13,103,347787.8125,19166.77015,20259.13,116347.481,116187.8756,39217.00955,36609.54527,354435.7587,23450.23388,26784.84919,116430.9205,111802.1819,39057.81326,36909.75724,1,0,1,1,1,0,0,20644,8598,2.4,5109.55,LH,121.0,56.0,1381,1498,6393,6451,2875,2557,21155,4,4
마포구,용강동,16,12,17,18,26,26,9,44,9,113,659561.7139,62163.48526,50362.5142,198215.5016,226969.8981,60663.2109,61187.10366,602626.8839,61214.55913,55499.81409,170051.8471,201260.4364,55557.873,59042.3561,0,0,0,0,0,0,0,21111,8578,2.46,5032.53,LL,121.0,54.0,2017,2112,5744,7607,2283,2010,21773,1,0
마포구,대흥동,6,13,31,19,25,8,13,62,21,78,611505.3718,22368.00202,59731.45252,303946.8428,142609.2412,41762.0742,41087.759,548168.7418,19485.39254,53470.93511,263002.4834,136889.0013,37743.88759,37577.04229,1,1,0,5,2,2,1,15533,8160,1.9,4978.4,LH,117.0,59.0,612,959,7591,4183,1495,1362,16202,4,0
마포구,염리동,5,7,14,10,7,9,7,34,7,51,391688.3939,28368.04226,45605.25874,122648.0455,129198.8332,32803.03909,33065.17431,373102.5741,24389.45598,39233.37299,120129.3491,127203.2493,30676.07396,31471.074,0,0,0,6,2,2,2,11843,5202,2.28,4519.12,LH,110.0,59.0,1382,1647,5912,5706,1592,1432,17671,0,0
마포구,신수동,7,7,11,8,17,6,11,33,6,51,406199.0613,30333.37335,39383.6234,129470.5894,127486.7621,38106.5536,41418.15999,413358.5688,28375.55103,39106.44074,132790.002,133292.4414,38221.57028,41572.56504,0,0,0,4,1,2,1,22945,9762,2.35,5214.954,LH,117.0,58.0,1640,1830,7035,7368,2602,2264,22739,0,0
마포구,서강동,8,17,35,46,51,35,16,97,22,133,685387.8536,32715.94136,59370.11478,324229.0358,170136.8408,48409.9393,50525.98042,652881.1758,35939.87157,57946.69606,297494.9079,167392.5059,45275.48495,48831.71103,1,1,0,1,1,0,0,25204,11241,2.24,5632.798,LL,95.0,48.0,1711,1697,9617,7628,2662,2204,25519,2,0
마포구,서교동,60,50,95,168,335,162,79,507,72,642,1739732.424,32153.3058,111281.5252,960650.3566,443019.517,98037.33721,94590.38253,1870906.533,50571.09094,169455.7041,1080350.713,391269.3115,89961.50093,89298.21378,0,0,0,1,1,0,0,26038,15031,1.73,7491.51,LL,96.0,49.0,741,1239,13344,6813,2225,2371,26733,4,4
마포구,합정동,19,10,19,41,51,33,22,123,14,140,533332.2484,23816.54893,23002.282,250135.3521,154294.8851,42518.44347,39564.73628,533769.4787,25415.01588,28221.93745,257349.4437,141182.7214,42010.27934,39590.08096,0,0,0,2,1,1,0,17169,8494,2.02,7448.79,LL,96.0,51.0,771,816,6920,4847,1946,1820,17120,1,1
마포구,망원1동,16,9,21,39,33,21,30,107,14,109,447156.8068,19633.87135,25732.05243,176521.6694,136838.8457,39427.71043,49002.6571,501328.4607,24320.4401,32854.89754,206458.3281,147484.3348,40885.97459,49324.48629,0,0,0,0,0,0,0,20110,9498,2.12,5566.86,LL,91.0,51.0,935,1161,7079,5999,2379,2297,19850,1,0
마포구,망원2동,9,13,12,7,11,15,23,52,4,54,367554.3072,21304.37301,27040.05073,119486.3014,120304.9152,36261.62765,43157.03899,402370.8715,22980.87295,32796.59078,132606.4839,131684.2663,37754.69186,44547.96285,0,0,0,2,2,0,0,18460,7781,2.37,5566.86,LL,107.0,51.0,999,1487,5697,5950,2270,2181,18584,0,0
마포구,연남동,6,9,15,91,92,55,56,211,22,252,409280.0725,17278.35525,28856.95542,188124.921,112032.385,30039.83964,32947.61626,448126.0346,18491.36813,29287.40145,218776.2472,116651.6824,31133.21978,33786.11604,0,0,0,3,0,1,2,16047,8440,1.9,7419.95,LL,69.0,46.0,563,771,6718,4269,1715,1626,15662,0,0
마포구,성산1동,7,9,9,6,18,16,9,44,8,64,511126.9966,31823.78516,41567.64615,179950.8221,166645.4516,42573.71006,48565.58176,516305.6481,29448.95069,40145.9097,185176.0915,169244.1544,42933.07963,49357.46483,0,0,0,5,2,2,1,19004,8801,2.16,5903.98,LL,112.0,53.0,789,1376,6553,6132,2275,2008,19133,0,0
마포구,성산2동,5,11,28,12,17,19,14,48,22,76,843163.2659,57923.74341,73297.50987,269883.76,267931.6899,80415.01379,93711.55145,885805.7394,58201.54293,80597.25274,291003.2724,281168.6896,82129.34918,92705.63415,0,0,0,5,3,2,0,39298,17607,2.23,5616.92,LH,115.0,60.0,2068,3245,13617,12009,4402,4391,39732,2,0
마포구,상암동,13,22,46,37,35,55,18,138,23,211,1246676.283,78380.47084,103278.9712,469821.6282,430114.4327,87885.13453,77195.64726,971204.1429,79525.85551,109015.9723,296564.3736,327474.8706,82021.30256,76601.7667,0,0,0,5,3,1,1,30694,12245,2.51,5763.97,LL,81.0,44.0,2127,4082,8118,10620,3266,2796,31009,1,1
양천구,목1동,6,14,43,32,51,49,24,99,38,92,993066.3689,85597.44355,166476.2642,235905.4166,343660.9374,85739.86782,75686.43932,1000450.719,86053.31009,180226.0598,233230.4858,349285.7441,79639.91924,72015.2018,0,0,0,4,2,1,1,30200,10031,3.01,5443.69,LL,110.0,52.0,2566,5083,6046,11642,3132,2096,30565,1,0
양천구,목2동,7,16,14,7,17,15,12,44,7,51,535919.849,35585.17273,47517.96473,172090.6744,163684.5026,59278.84083,57762.69459,583981.238,37324.54999,54364.369,193489.3954,177905.2286,61723.73271,59173.95985,0,0,0,1,1,0,0,29322,12249,2.39,5443.69,LL,115.0,53.0,1506,2347,9956,9266,4033,2625,29733,1,0
양천구,목3동,8,15,25,6,28,12,9,35,6,38,420055.668,30880.40995,33812.99899,127905.8643,128997.8087,49757.39509,48701.1916,442617.7466,31973.60279,35555.05935,141356.334,135995.6975,50222.94044,47514.10988,0,0,0,1,0,1,0,21432,9277,2.31,5443.69,LL,120.0,53.0,1181,1408,7238,6627,3224,2187,21865,0,0
양천구,목4동,12,20,38,6,24,12,21,45,16,65,427092.555,37354.81343,72320.05501,98031.54945,138072.0339,41682.76903,39631.33495,441824.1984,33967.45665,66063.82195,109900.9212,150723.428,42201.21398,38967.35189,0,0,0,3,1,1,1,25124,9432,2.66,5443.69,LL,115.0,48.0,1144,3145,6768,9090,2864,2197,25208,0,0
양천구,목5동,1,5,28,4,8,9,14,34,27,31,872790.4944,93201.20569,204522.0471,146228.4608,279338.4473,75679.566,73820.76686,898725.6143,86491.70395,212987.3705,151111.7374,303977.1647,73199.18305,70958.45295,0,0,0,9,4,3,2,40066,12925,3.1,5443.69,LL,112.0,54.0,2904,7288,7682,15450,4545,2878,40747,0,0
양천구,신월1동,11,15,25,3,34,22,11,21,7,70,329264.1827,18813.45068,19561.59091,89146.82352,106687.4288,46032.85917,49022.02779,359120.4412,21117.667,22901.42646,102023.4222,114702.0095,47569.66511,50806.24779,0,0,0,0,0,0,0,20483,9197,2.23,3644.81,LL,121.0,50.0,823,1228,5266,6597,3817,2732,20463,0,0
양천구,신월2동,1,6,11,3,11,11,9,14,5,21,316400.6535,34424.81918,31008.63415,80239.97634,92412.81903,38450.90324,39863.50201,335903.4741,30183.56251,31490.81238,91131.58351,101772.1594,40179.55091,41145.80541,0,0,0,4,2,2,0,20638,7940,2.6,3644.81,HL,125.0,55.0,1280,1719,5205,6530,3337,2485,20556,0,0
양천구,신월3동,4,6,7,3,10,5,6,18,7,21,310413.8813,21978.9602,26486.8264,81384.50854,100706.9472,42686.85312,37169.78568,320444.6276,22307.3891,24171.05066,89804.50968,103025.8813,43453.0335,37682.76273,0,0,0,7,2,2,3,15416,7208,2.14,3644.81,HL,131.0,53.0,753,1020,3866,4741,2650,1967,14997,0,0
양천구,신월4동,7,6,17,2,13,11,3,15,11,30,262432.7823,33132.53505,25898.85324,59254.55932,80755.9642,31282.61145,32108.25771,275438.4733,32306.9357,28023.1236,65143.57702,86395.31491,32271.32246,31298.20188,0,0,0,1,1,0,0,17842,6503,2.74,3644.81,LL,118.0,53.0,1229,1596,4216,5780,2797,2159,17777,0,0
양천구,신월5동,6,16,10,4,14,6,6,25,13,35,207335.7076,23675.37157,24597.93688,52237.81737,61175.13055,23545.4974,22103.9551,207387.1454,17995.9263,17848.95063,58926.77195,64736.79968,24757.08753,23121.6098,0,0,0,3,1,2,0,14602,5901,2.47,3644.81,LL,119.0,55.0,830,1179,4039,4641,2261,1609,14559,0,0
양천구,신월6동,6,12,6,2,7,4,4,11,4,21,95825.69355,6107.292314,9139.188073,24900.08271,31405.60731,12918.05208,11355.47075,100216.6395,5515.805875,9275.500238,28067.92899,33408.38111,12887.13416,11061.88821,0,0,0,2,1,1,0,13138,4857,2.7,3644.81,LH,104.0,66.0,1426,1250,3829,4250,1844,1163,13762,0,0
양천구,신월7동,9,10,15,0,20,10,4,19,5,28,351825.7015,32418.88348,29634.00373,80984.84132,111329.8443,49653.78745,47804.34111,373913.7612,28630.14739,30051.23376,93304.10279,121106.7704,51825.3728,48996.1316,0,0,0,2,1,1,0,20074,8363,2.4,3644.81,HL,124.0,50.0,859,1166,4904,6043,3486,2836,19294,0,0
양천구,신정1동,8,15,18,9,35,12,18,36,19,39,375210.5372,35788.5666,63313.33696,78654.39818,124437.313,38126.8964,34890.02629,395676.2753,34104.24268,65106.80723,85922.75855,137125.3537,38662.44331,34754.67109,0,0,0,3,2,1,0,20098,6738,2.98,4828.51,HL,127.0,52.0,1598,2886,4064,7355,2358,1725,19986,0,0
양천구,신정2동,7,13,18,6,20,17,16,37,11,31,333501.0804,27219.39435,61867.02948,65725.09431,113162.3504,33154.14806,32373.06377,352772.913,25389.19633,64419.28765,73495.8978,123837.6471,34029.09425,31601.78759,0,0,0,3,2,1,0,19386,6742,2.88,4828.51,LL,109.0,52.0,1118,2939,3899,7062,2379,1702,19099,0,0
양천구,신정3동,2,12,18,7,14,10,7,21,13,27,987750.878,104730.9773,132160.5179,224004.413,303663.9885,112144.3304,111046.651,1012546.693,94891.23561,118509.1467,247662.8649,326560.1501,112968.2313,111955.0605,0,0,0,10,5,1,4,45278,16989,2.67,4828.51,LH,115.0,56.0,3538,5601,12361,17294,6699,5080,50573,1,0
양천구,신정4동,17,18,40,10,48,42,16,81,28,107,759651.0363,62966.30022,73524.41145,217863.9175,237897.7684,81748.1168,85650.52267,765207.4792,62289.95219,68848.28901,229765.0136,238805.2991,79573.69524,85925.22998,0,0,0,4,2,0,2,33400,15059,2.22,4828.51,LL,117.0,50.0,1391,2203,10415,10476,4870,3894,33249,2,0
양천구,신정6동,0,1,5,3,0,4,8,23,6,6,469498.635,45534.49858,85159.55836,90496.69961,156208.4683,46201.28558,45898.12552,478740.9329,41782.9048,82703.43719,94228.93923,168905.4527,46045.46975,45074.72693,0,0,0,2,0,1,1,23789,7809,3.05,4828.51,LL,106.0,52.0,1851,3562,5371,8882,2843,1699,24208,0,0
양천구,신정7동,4,10,19,5,10,5,16,23,16,29,502485.325,50254.4349,78663.26586,91268.48592,159168.3722,56148.69796,66982.06869,516100.0806,44953.3148,72667.87776,101250.8459,174170.7382,56634.93815,66422.36814,0,0,0,5,3,1,1,28780,10964,2.62,4828.51,LL,110.0,54.0,1748,3231,6175,9955,4162,3358,28629,1,0
강서구,염창동,4,7,25,17,12,11,21,56,16,41,731548.3944,74512.39399,75282.29431,226686.009,226060.3725,70181.61746,58825.70337,732331.2481,65257.05819,75161.57959,239304.5454,226740.8358,67723.4003,58143.82675,0,0,0,5,3,2,0,40237,14738,2.73,5247.045,LH,116.0,58.0,3724,4452,12868,13463,4443,2780,41730,1,0
