행정구,행정동,갈비/삼겹살,닭/오리요리,분식,양식,유흥주점,일식/수산물,제과제빵떡케익,커피점/카페,패스트푸드,한식/백반/한정식,총생활인구수_평일,10대 미만 생활인구_평일,10대 생활인구_평일,20~30대 생활인구_평일,40~50대 생활인구_평일,60대 생활인구_평일,70대 이상 생활인구_평일,총생활인구수_주말,10대 미만 생활인구_주말,10대 생활인구_주말,20~30대 생활인구_주말,40~50대 생활인구_주말,60대 생활인구_주말,70대 이상 생활인구_주말,대학교(전체),일반대학,온라인대학,초중고(전체),초등학교,중학교,고등학교,총인구수,총가구수,가구당인구수,평균소득금액,상권변화지표,운영점포영업개월,폐업점포영업개월,10대 미만,10대,20 ~ 30대,40 ~ 50대,60대,70대 이상,총인구,역(전체),역(환승역)
강서구,등촌1동,6,12,31,22,23,28,8,69,14,67,530224.3114,30370.48216,31556.48621,220560.6139,150715.0658,48378.23474,48643.42727,524209.258,31152.47515,33385.47238,224162.8362,141259.5898,45971.73331,48277.14968,0,0,0,1,1,0,0,23182,12072,1.92,5654.74,LL,106.0,54.0,1290,1243,11558,6494,2383,2034,25002,2,0
강서구,등촌2동,5,7,11,6,5,10,8,27,6,20,373618.3759,32805.79749,41769.04624,108893.3205,106561.1905,42504.60291,41084.41783,388924.2677,29133.69014,34356.7226,121005.5686,117387.0265,44659.89498,42381.36263,0,0,0,6,2,2,2,20469,8175,2.5,5654.74,HL,122.0,50.0,1123,1439,6354,6080,2914,2016,19926,0,0
강서구,등촌3동,9,13,36,15,19,32,14,59,13,88,971296.9719,54300.71506,82914.61197,307071.7828,294224.5131,106395.1166,126390.233,920899.0856,52374.14658,76049.8017,294241.3451,271992.1443,103535.2239,122706.4259,0,0,0,12,5,3,4,30611,14231,2.15,5654.74,LL,106.0,51.0,1550,1749,8301,8575,5518,4511,30204,0,0
강서구,화곡1동,22,28,42,22,113,51,11,71,31,118,1116085.266,73260.36348,57085.1402,397196.1275,328902.8156,127322.1242,132318.6952,1199996.4,74617.34341,63393.53254,447798.2674,348596.8662,132015.723,133574.6672,0,0,0,3,2,1,0,51842,25039,2.07,4585.7,LL,114.0,51.0,2283,2340,20556,14884,7189,5455,52707,0,0
강서구,화곡2동,4,7,11,4,9,3,4,20,5,19,280696.4571,23651.31102,23083.85515,79711.05421,88225.39509,30761.07914,35263.75912,311320.3467,26111.34143,27346.01315,91210.39273,97521.22319,32883.51081,36247.86201,0,0,0,1,1,0,0,18213,7734,2.35,4585.7,LL,115.0,51.0,989,1346,5373,5833,2486,1852,17879,0,0
강서구,화곡3동,10,19,22,8,32,16,18,40,11,46,469218.049,39654.38812,46570.15951,127973.2042,134842.9873,59285.59397,60891.71595,492762.5944,41311.14314,47519.52566,139681.7447,143537.5756,60081.09809,60631.50623,0,0,0,0,0,0,0,21100,8494,2.48,4585.7,LL,106.0,51.0,1127,1630,6431,6381,3392,2666,21627,0,0
강서구,화곡4동,12,22,24,12,26,20,7,36,12,60,391191.3452,39464.8141,34024.32195,105463.9138,116356.5818,45379.11935,50502.59255,417423.7049,37207.25843,32916.76778,119714.1545,127075.2638,47884.7374,52625.52519,0,0,0,4,1,1,2,20909,9112,2.29,4585.7,LL,114.0,50.0,1000,1294,5963,6560,3257,2513,20587,0,0
강서구,화곡본동,8,18,14,12,24,18,11,24,14,66,634729.7671,55692.37626,45528.58893,212393.8276,178819.4552,68357.73923,73937.77934,691684.6395,55301.03664,50542.81443,243730.8284,196269.8178,70512.42091,75327.71886,1,1,0,2,2,0,0,33860,15269,2.22,4585.7,LL,121.0,54.0,1797,2315,12422,10217,4398,3152,34301,0,0
강서구,화곡6동,12,28,25,24,73,32,5,48,12,106,483419.845,26089.4164,29996.63556,171369.9201,149476.5649,56912.21665,49575.0921,502126.1552,27581.53586,32105.63616,184116.3746,148907.0335,58667.01134,50748.56093,0,0,0,2,2,0,0,24019,10918,2.2,4585.7,LL,107.0,48.0,1080,1536,9163,7339,3713,2479,25310,0,0
강서구,화곡8동,7,20,20,8,18,16,12,30,15,45,763131.8541,59362.20344,57956.15747,240325.7394,236289.5229,81999.46877,87198.76468,811576.1874,65276.10256,67453.53278,259231.6559,247728.712,83732.89872,88153.28502,0,0,0,0,0,0,0,24971,10896,2.29,4585.7,LL,109.0,51.0,1112,1487,7934,7538,3613,2908,24592,2,2
강서구,가양1동,44,49,84,103,150,124,30,248,46,347,1263003.29,57831.86016,63567.90358,561489.0193,411195.6905,99723.15337,69195.66314,1026546.816,63757.24575,67668.89714,436217.642,303425.8643,89827.45116,65649.71599,0,0,0,3,1,1,1,33187,18753,1.77,5697.585,LL,60.0,42.0,1503,1768,17060,8744,3507,1826,34408,5,2
강서구,가양2동,3,6,6,1,1,0,8,15,5,10,341889.1897,13754.09272,16099.64111,96660.39389,95794.9218,53700.77185,65879.36883,356101.4936,15312.7952,15719.49413,106145.8359,97406.19073,54890.96759,66626.21228,0,0,0,2,1,0,1,14241,7576,1.88,5241.12,LL,121.0,54.0,443,421,3782,3259,3345,2733,13983,1,0
강서구,가양3동,0,3,3,3,1,1,2,7,8,13,258547.5554,11863.28478,11418.57491,86308.80668,79720.0338,32362.90418,36873.95154,241134.3767,14067.07286,10458.46791,78167.6337,70273.48928,31274.5615,36893.15174,0,0,0,3,1,1,1,15023,7485,2.01,5241.12,HH,126.0,56.0,701,448,4485,3858,2741,2510,14743,0,0
강서구,발산1동,8,16,56,29,22,44,50,133,32,145,881749.1042,101315.0549,141576.5695,216989.1176,269964.4085,77264.658,74639.29758,790592.2098,85438.31791,108167.0716,195940.3924,254620.5883,73576.36101,72849.4774,0,0,0,15,3,4,8,36552,12779,2.86,5972.693333,LH,85.0,57.0,2749,4934,8332,12795,4190,3300,36300,1,0
강서구,우장산동,6,12,22,12,13,18,18,43,19,50,773179.1215,64917.4871,91801.12781,221892.2611,241493.4157,77180.71883,75894.11021,775828.8278,67124.311,94105.48306,219812.7631,245530.0039,75515.1817,73741.08515,1,1,0,1,1,0,0,42184,15050,2.8,5000.365,LL,104.0,51.0,3236,5442,10098,14973,5073,3765,42587,1,0
강서구,공항동,14,17,25,12,21,13,14,65,20,76,826308.0973,99133.16091,54928.33806,260599.3672,264037.3095,78721.99537,68887.92735,763284.5178,90838.00773,53411.39623,239440.3875,237341.4206,74657.28634,67596.02139,0,0,0,5,2,3,0,26330,11764,2.24,4350.476667,LL,112.0,53.0,3264,2226,9471,9525,3811,2753,31050,2,0
강서구,방화1동,11,28,33,17,25,28,24,77,26,82,772164.9812,85769.72065,72778.94901,204397.4294,241624.6531,85434.95576,82159.27357,778889.447,83637.70479,72203.99825,211096.6467,247447.5266,84666.35529,79837.21194,0,0,0,7,3,1,3,43150,16332,2.64,5186.15,LL,110.0,52.0,3488,4331,10922,13882,5986,4275,42884,1,0
강서구,방화2동,3,9,22,17,27,21,24,48,12,67,594119.906,31592.13009,35072.7073,187367.2784,193782.6391,72983.44008,73321.71112,637671.3246,37699.12334,40773.93999,211434.8203,198513.5007,74025.60909,75224.33015,0,0,0,2,1,1,0,22226,10371,2.14,5123.665,HL,125.0,55.0,1105,1359,7157,6760,3823,3198,23402,6,4
강서구,방화3동,0,7,7,3,5,4,7,18,5,16,401347.593,31197.31425,32174.3898,104978.4711,121763.4846,50445.80845,60788.12498,418134.2089,29556.5079,32262.66681,115422.2786,128007.421,51594.75941,61290.57699,0,0,0,6,3,2,1,22548,10414,2.17,4573.18,HL,130.0,54.0,1138,1405,5798,6665,3956,3629,22591,1,0
구로구,신도림동,10,24,24,7,19,17,14,56,24,53,798095.8251,86632.03998,75497.00956,237859.0435,255093.5646,76958.70067,66055.46535,817410.139,86616.56036,77502.47478,253774.5333,259470.5118,74727.18939,65318.87239,0,0,0,4,2,1,1,35334,12887,2.74,4030.19,LL,114.0,52.0,3266,3558,10320,11815,4227,3037,36223,3,2
구로구,구로1동,1,7,9,5,8,4,8,20,6,13,397422.8339,52093.69667,45796.33066,102690.9669,119909.0986,42948.94256,33983.79868,394454.6647,45630.83493,41382.38025,107453.432,122054.0199,43196.75226,34737.24568,0,0,0,3,1,1,1,20861,7964,2.62,3716.19,HH,140.0,58.0,1714,1924,6304,6708,2826,1547,21023,1,0
구로구,구로2동,16,25,43,8,98,27,13,44,16,126,838452.7301,27184.82853,40204.34525,254762.756,314703.5943,111137.6979,90459.50416,776703.3725,34281.41326,43276.73289,225250.5292,282532.1417,105197.4223,86165.1324,0,0,0,3,1,1,1,37054,17107,2.17,3716.19,HH,148.0,56.0,1193,1487,7574,11128,5011,3968,30361,0,0
구로구,구로3동,31,32,53,33,70,55,23,101,29,161,1105733.12,31546.1035,30658.77641,511304.6455,396170.9264,79308.81186,56743.85715,682646.5322,30030.144,30152.57653,272722.3277,231391.8962,66440.47859,51909.10976,0,0,0,3,2,1,0,25963,13316,1.95,3716.19,LL,106.0,49.0,1220,1391,9699,7716,2832,2368,25226,2,0
구로구,구로4동,13,20,33,7,87,16,16,35,14,80,417963.9837,20007.06908,20514.49296,114033.0899,151339.8926,57960.70048,54108.73911,443038.9645,21020.68681,23305.28441,118276.6511,162949.1326,62945.35523,54541.8523,0,0,0,2,1,1,0,26789,12316,2.18,3716.19,HL,123.0,51.0,902,1087,6280,7999,3758,3198,23224,1,1
구로구,구로5동,23,41,41,14,45,28,21,55,32,106,790588.8114,43196.05483,38069.88237,289998.8866,259987.454,84417.82451,74918.70799,802181.1935,46825.47689,41370.93803,303227.6077,251154.396,86096.24844,73506.52755,0,0,0,3,2,0,1,33303,15338,2.17,3716.19,LL,118.0,53.0,1759,1559,11466,9631,4276,3209,31900,1,0
구로구,가리봉동,3,6,10,3,32,3,0,15,4,40,275830.045,3998.282909,5484.363941,116508.9808,100697.2018,29025.18573,20116.0311,260916.022,4921.329538,6410.258488,102906.0333,94677.4231,31030.13919,20970.83844,0,0,0,1,1,0,0,16530,8177,2.02,4498.31,HL,131.0,55.0,366,336,3723,4863,2105,1306,12699,0,0
구로구,고척1동,9,21,34,6,49,14,12,41,16,61,520776.4823,38659.35211,60522.56413,149492.6317,157880.7125,58945.30154,55275.9197,535651.9963,38940.62691,57472.20661,158186.9196,167220.0594,58747.02701,55085.16031,1,1,0,5,3,1,1,23430,9039,2.59,4061.91,HL,124.0,55.0,1167,1741,5928,6888,3556,2759,22039,0,0
구로구,고척2동,11,14,31,1,29,13,10,21,8,53,377457.3459,37209.33466,40948.59096,86069.30753,118713.0942,45438.44796,49078.5695,402513.2612,35407.16106,40132.04306,97040.01096,131784.6728,48153.47904,49995.89693,0,0,0,4,2,1,1,27513,11117,2.47,4061.91,HH,123.0,56.0,1486,2192,6404,8816,4209,3605,26712,0,0
구로구,개봉1동,12,20,25,3,39,18,15,45,15,56,719820.162,53191.38708,59433.46726,192446.7557,223289.7473,93599.21534,97859.58769,775158.2297,52048.73376,59815.53563,218964.6821,246047.9128,97849.76694,100431.5993,1,1,0,3,1,2,0,34712,14033,2.47,4331.64,HH,124.0,57.0,2147,2253,9539,10625,5388,4280,34232,1,0
구로구,개봉2동,4,9,15,7,23,7,8,29,14,25,526120.0295,43202.91639,39621.70856,140321.3171,158360.1627,71306.52179,73307.40359,572622.7327,48528.49105,46347.6861,157645.0077,172610.9868,73050.21411,74440.34598,0,0,0,0,0,0,0,31422,11975,2.62,4331.64,HH,123.0,58.0,1897,2173,7773,9513,5240,4314,30910,0,0
구로구,개봉3동,7,14,8,4,11,12,5,30,9,38,364487.5379,34986.7682,30369.2132,86495.18458,112859.0943,49709.70872,50067.56931,390547.9705,32197.43761,31448.95823,99008.32379,123852.5516,51732.25736,52308.44185,0,0,0,4,3,1,0,20876,8312,2.51,4331.64,HL,142.0,53.0,1014,1349,5078,6540,3621,2751,20353,0,0
구로구,오류1동,6,11,16,4,43,7,9,22,6,38,357472.7074,23186.09437,24163.18386,121980.935,104238.571,41437.36303,42466.56102,385419.2647,22494.65101,25125.98801,141612.6852,111146.8077,43024.85644,42014.27534,0,0,0,1,1,0,0,22948,10988,2.09,3740.72,HH,125.0,58.0,1088,1148,8582,6297,3049,2742,22906,1,0
구로구,오류2동,8,18,27,5,10,8,6,33,10,55,1249000.882,167778.6404,126076.1113,318857.1181,375928.1061,123960.866,136400.0415,1296906.931,157102.0293,126798.536,347778.6194,396171.1218,128521.0419,140535.5834,1,1,0,7,4,2,1,38657,14775,2.62,3692.225,LL,95.0,53.0,2645,4029,9413,12392,5330,4946,38755,1,0
구로구,수궁동,9,13,13,2,14,3,10,26,10,36,558880.0392,45359.46529,77429.80008,141578.8061,168339.8169,65974.14039,60198.00778,556874.7109,45285.78979,52086.44628,148385.5149,178653.4904,69514.08831,62949.37952,0,0,0,8,1,1,6,23833,9276,2.57,4177.055,HH,123.0,57.0,1351,1841,6036,7523,3716,2946,23413,2,2
구로구,항동,0,5,9,0,3,3,2,12,6,13,619873.5024,47215.46893,47652.65603,190960.0283,201167.4025,68808.62857,64069.31757,606203.0657,46755.42442,46841.86968,183482.1919,195447.8083,69348.4211,64327.35074,0,0,0,3,1,1,1,16217,6016,2.7,4215.71,LL,95.0,53.0,2675,1354,4897,4961,1681,1026,16594,0,0
금천구,가산동,26,24,81,42,60,52,21,239,35,260,1662258.938,22164.31704,32579.26754,837500.4946,597007.9458,115874.2071,57132.70538,921877.2092,31010.33933,33687.69205,435104.2083,295663.8474,79239.73313,47171.38839,0,0,0,0,0,0,0,26621,16417,1.62,4121.77,LL,105.0,50.0,716,706,13855,6818,2795,1729,26619,3,2
금천구,독산1동,17,30,41,17,40,27,26,60,20,127,876306.8198,58961.75614,40069.27771,330203.7195,280783.9333,91142.65251,75145.47954,828968.4226,57029.368,41695.29564,326674.0442,248365.9659,83226.10933,71977.64138,0,0,0,7,4,3,0,44145,21167,2.09,4384.74,LH,110.0,57.0,3211,2407,18697,13807,5548,3880,47550,0,0
금천구,독산2동,9,13,12,7,24,13,5,24,11,31,321589.9724,13719.12439,16742.07206,100263.6778,107128.7549,43118.25579,40618.08765,355576.2999,15340.82843,20093.33875,115684.2935,117874.9045,45083.04183,41499.89348,0,0,0,2,2,0,0,21096,9625,2.19,4384.74,LL,118.0,54.0,885,1133,5503,6625,3346,2267,19759,0,0
금천구,독산3동,14,20,21,3,51,11,12,31,10,73,498277.5124,24420.14447,27605.25391,160386.5552,163755.2231,68582.90581,53527.43022,518501.4292,23832.87074,27253.05074,175148.096,169763.4775,69342.48251,53161.45153,0,0,0,5,2,2,1,30129,13953,2.16,4384.74,HL,130.0,51.0,1049,1335,8287,9218,4552,2982,27423,0,0
금천구,독산4동,6,16,16,5,35,10,3,24,4,35,261094.7958,9516.663632,14223.5926,80916.45937,89824.19363,35710.92136,30902.96498,286248.8607,11083.04604,17538.0003,92273.94183,97244.26036,37103.93204,31005.68223,0,0,0,1,1,0,0,18158,8216,2.21,4384.74,HL,123.0,53.0,690,957,4456,5683,2800,1933,16519,0,0
금천구,시흥1동,26,29,41,12,87,38,22,63,28,102,647034.0469,43673.94459,51807.34017,183627.9544,212972.4911,80879.97135,74072.34348,646730.0944,42412.5506,48866.77105,192790.1923,211556.3303,79260.71826,71843.53166,0,0,0,2,2,0,0,36091,15936,2.26,4085.31,LH,122.0,56.0,1671,2146,9750,11096,5349,4183,34195,1,0
금천구,시흥2동,4,7,8,2,3,2,5,10,4,4,361248.5825,40218.99443,48515.02881,72385.06864,106904.1134,46812.52335,46412.85415,378370.8914,36683.29317,44330.65778,81918.13486,118082.0327,49649.65939,47707.11013,0,0,0,8,3,2,3,21197,7870,2.69,4085.31,LL,108.0,54.0,1331,2023,4504,6870,3443,2699,20870,0,0
금천구,시흥3동,7,7,13,3,13,7,5,12,1,32,246321.9466,14043.36646,22650.46218,61336.32397,86926.65535,34756.62771,26608.50981,234029.7828,13587.90066,17525.08969,61776.85289,80437.18228,33282.67266,27420.08624,0,0,0,4,1,1,2,11067,4456,2.48,4085.31,HH,153.0,62.0,486,668,2713,3365,1980,1580,10792,0,0
금천구,시흥4동,5,13,12,3,11,3,7,13,6,23,261388.0806,20255.37133,21736.39216,66286.70024,80320.62994,35379.11499,37409.87104,290079.8336,19223.82723,23405.28325,77889.86013,91713.08541,38632.47194,39215.31026,0,0,0,2,1,1,0,21129,8808,2.4,4085.31,HL,124.0,51.0,971,1414,5193,6655,3730,2766,20729,0,0
금천구,시흥5동,8,19,22,4,19,9,12,13,11,28,265254.6134,15997.02501,22976.52223,64416.78096,85330.94777,34955.4552,41577.88125,286954.6094,16553.15861,23827.96226,73215.03926,93289.91606,37426.50933,42642.02386,0,0,0,2,2,0,0,19786,8806,2.25,4085.31,HH,124.0,56.0,838,1335,4648,6237,3284,3074,19416,0,0
영등포구,영등포본동,4,14,20,7,21,18,11,36,14,45,446834.1724,24957.58427,28754.73832,153013.4977,139511.2153,52194.72633,48402.40863,467957.5669,25545.26939,24623.49906,170977.8024,143476.0749,54532.43329,48802.48606,0,0,0,2,0,0,2,24409,10386,2.35,4472.81,HH,123.0,58.0,1344,1215,6456,7389,3635,2761,22800,3,1
영등포구,영등포동,36,30,59,37,111,69,40,120,46,207,1189155.724,59352.47534,48548.70383,516095.7139,369284.4985,108226.0459,87648.28739,1228890.45,69749.66604,61551.11058,573147.5348,328440.5994,110179.6905,85821.84959,0,0,0,3,2,1,0,27378,15982,1.71,3970.624444,HH,137.0,61.0,1190,843,16072,7100,2986,2121,30312,2,1
영등포구,여의동,21,39,100,103,84,123,36,247,49,358,2615092.51,87129.19312,103174.2915,1110071.112,996259.0152,169609.2162,148849.683,1566151.535,103427.6412,125580.0302,571326.6003,487450.0415,136678.0249,141689.1966,0,0,0,6,2,2,2,31395,12095,2.6,7904.0,HH,136.0,56.0,2540,2976,8297,10586,4238,4369,33006,6,4
영등포구,당산1동,14,17,27,16,50,25,14,78,16,92,613603.9335,29532.30268,26197.77532,230271.2888,207327.1341,63973.58368,56301.84851,578224.7463,34979.05521,31159.28089,219053.3905,174724.9028,63418.71781,54889.40044,0,0,0,0,0,0,0,20442,9822,2.08,4059.48,HL,127.0,55.0,1048,928,7985,5828,2702,2272,20763,2,2
영등포구,당산2동,11,16,22,13,29,23,13,68,19,55,921789.8904,69874.48543,59642.89989,376619.3931,268277.0905,75623.21293,71752.80823,858194.7249,65301.04861,58518.244,362246.1716,231592.8389,70408.15619,70128.26516,0,0,0,4,2,2,0,35966,17042,2.11,4741.8325,LL,116.0,54.0,2604,2336,15580,10148,3842,3212,37722,2,2
영등포구,도림동,4,7,9,5,12,7,3,22,5,25,332358.2182,18935.51423,16953.97205,106801.3276,108735.6914,40545.87415,40385.83725,371814.4845,23310.93503,21428.05095,121502.2185,119712.6731,43782.07773,42078.52829,0,0,0,0,0,0,0,21633,9874,2.19,4054.46,HH,122.0,56.0,971,929,6346,6396,2768,2275,19685,0,0
영등포구,문래동,19,19,37,31,56,32,12,93,17,137,987747.6937,71590.83016,65824.24864,324536.7185,341897.7942,94193.58223,89704.5188,890535.5151,73549.55836,70600.143,291623.4491,286944.4651,83527.29153,84290.61104,0,0,0,5,3,2,0,32133,12273,2.62,3570.176667,LH,113.0,57.0,3104,2988,9392,10419,3496,3159,32558,1,0
영등포구,양평1동,9,5,21,5,21,16,14,50,13,67,466607.8065,34244.09679,27834.6203,176531.5087,152608.4299,38000.40904,37388.74164,411720.0189,33809.27623,27420.55359,155618.3529,126349.8355,32495.18511,36026.81364,0,0,0,2,1,0,1,16873,8419,2.0,3497.88,LH,120.0,56.0,1286,1017,7833,5190,1742,1646,18714,1,0
영등포구,양평2동,15,9,23,13,34,21,15,72,20,69,702218.1211,40767.14374,47413.21745,281346.5632,228821.5254,59474.54992,44395.12207,614399.8293,39694.57568,43293.31078,251186.103,184297.9434,54037.26541,41890.62879,0,0,0,5,2,1,2,21977,9572,2.3,4458.1425,LL,122.0,54.0,1533,1449,9264,6355,2285,1677,22563,1,0
영등포구,신길1동,6,4,12,7,17,8,4,13,6,37,433341.3561,21344.31967,27764.41914,151515.836,128564.1495,49780.30949,54372.32234,452509.6795,21130.23879,30322.29886,164075.4647,132316.4209,51209.1251,53456.1281,0,0,0,1,1,0,0,19495,10085,1.93,4604.09,HH,142.0,58.0,759,945,7359,5997,2711,2392,20163,0,0
영등포구,신길3동,9,5,11,4,9,6,2,18,10,34,301627.2901,22801.69913,24456.54884,82811.83501,96806.21042,39768.83326,34982.16341,319356.406,22883.54879,25475.91934,91903.31544,103670.3824,40535.10735,34888.13233,0,0,0,1,1,0,0,18052,7575,2.38,4604.09,HH,137.0,61.0,1147,1115,4733,5628,2662,2084,17369,0,0
영등포구,신길4동,2,8,6,2,9,8,2,15,7,15,179755.5935,8852.866855,11665.58561,50981.77876,59533.59156,24987.49489,23734.27591,197376.4457,9758.081013,13507.05138,58614.78206,65046.65081,26451.55265,23998.32765,0,0,0,1,1,0,0,11065,4734,2.34,4604.09,LH,117.0,58.0,880,822,3420,4255,2061,1557,12995,0,0
영등포구,신길5동,3,4,5,0,8,1,0,11,3,10,241930.5191,16852.71714,22687.61,60300.36501,82007.86416,32975.25964,27106.70235,247999.7537,14657.64695,19071.7298,66993.52328,87263.13811,33786.2303,26227.48553,0,0,0,3,1,1,1,12614,5097,2.47,4647.465,LH,120.0,58.0,770,771,2758,3837,1812,1321,11269,0,0
영등포구,신길6동,11,16,11,5,14,9,5,24,14,43,454055.0804,41983.688,40106.75306,133885.2211,144884.8057,47411.82777,45782.78312,469158.546,40618.82706,39639.35197,144297.3674,151904.5286,47686.07981,45012.39378,0,0,0,2,1,0,1,18468,8332,2.22,4604.09,HL,123.0,56.0,1110,1211,6378,5964,2814,2212,19689,0,0
영등포구,신길7동,2,2,8,2,10,3,7,10,2,12,387020.3686,39651.21162,37035.28604,114236.9887,119612.3581,38342.18865,38142.33539,402713.6303,37316.91334,38067.1481,122740.427,127055.1427,39588.72064,37945.27923,0,0,0,2,1,1,0,19975,7355,2.72,4604.09,LL,120.0,55.0,1968,1788,5843,6396,2229,1702,19926,2,2
영등포구,대림1동,4,5,12,5,12,6,9,16,5,32,348870.4804,18512.15037,19726.76701,94619.55791,122682.686,47106.86512,46222.45458,375610.2945,19286.30586,21819.06681,104164.2913,133431.7866,49856.48296,47052.36235,0,0,0,2,1,1,0,18854,8000,2.36,4690.84,HL,130.0,52.0,961,894,4259,5707,2508,2215,16544,0,0
영등포구,대림2동,5,6,3,2,45,3,6,25,2,25,428910.7901,13188.85087,13868.99361,126986.8807,170471.5571,61266.80355,43127.70454,470113.8398,14420.83548,16359.30456,136978.0021,188198.123,69644.24113,44513.33305,0,0,0,2,2,0,0,23707,9625,2.46,4690.84,LL,104.0,48.0,694,699,4769,6564,2763,2070,17559,1,1
영등포구,대림3동,11,9,14,2,51,13,8,51,5,37,570400.3771,25767.74553,29341.32044,165047.8947,207791.3124,80737.17586,61714.92729,598281.0223,26732.39904,33109.7004,175795.2056,215695.3585,85796.24931,61152.11118,0,0,0,3,2,1,0,29183,11949,2.44,4690.84,HL,124.0,49.0,1280,1422,6712,8624,4197,3066,25301,0,0
동작구,노량진1동,12,20,38,11,25,34,13,68,19,69,839616.097,40063.18032,49054.5066,399081.2298,204276.3718,70225.10968,76915.69855,860084.2676,44625.55393,56958.28216,396094.7219,210294.8532,72697.18593,79413.66998,0,0,0,3,3,0,0,31292,14288,2.19,5256.3,HH,152.0,77.0,1712,1888,11374,8850,4341,3909,32074,3,2
동작구,노량진2동,5,5,16,2,14,13,7,26,5,30,426418.4776,8607.958759,25313.80157,173589.5354,127110.2586,45888.4058,45908.5171,410914.8289,10866.68893,25931.99428,165481.9852,116094.8543,46325.76169,46213.5428,0,0,0,0,0,0,0,12898,6711,1.92,6067.18,HH,135.0,66.0,255,430,4251,3058,1767,1453,11214,0,0
동작구,상도1동,16,22,33,13,38,13,23,72,24,62,1113703.046,75910.07726,110210.6031,441003.9201,269804.7202,98889.42215,117884.3041,1086586.252,74603.18509,99247.68816,413562.1772,284555.2219,97616.66565,117001.3179,1,1,0,3,2,1,0,46060,21051,2.19,5313.5,LH,112.0,59.0,2393,3431,17401,12580,5465,4796,46066,2,0
동작구,상도2동,6,11,23,6,15,10,16,38,11,34,528380.394,56723.10769,40587.4925,163139.6291,153421.7211,55559.43105,58949.01472,533204.2889,50363.26793,40731.19561,170988.14,159604.7914,54491.44701,57025.4521,0,0,0,2,1,1,0,27215,11743,2.32,5000.16,HH,130.0,60.0,2320,1963,8785,8681,3344,2907,28000,1,0
동작구,상도3동,1,7,19,1,15,10,18,27,9,40,398947.3912,27071.12618,29845.28987,130089.4691,116687.8683,44960.49275,50293.14358,437486.3436,28474.40364,31807.89956,149180.5956,131402.8048,46808.62579,49812.01558,0,0,0,1,0,1,0,24734,11156,2.22,5000.16,LL,119.0,54.0,1032,1528,8225,7334,3361,3134,24614,0,0
동작구,상도4동,4,21,14,4,11,12,4,25,7,45,529579.6417,57483.77193,45698.9162,153036.0892,151036.2756,57866.24802,64458.34082,577133.542,53876.0183,49183.56104,174141.7635,170490.4577,61796.38463,67645.36024,0,0,0,2,1,1,0,28531,12760,2.24,5000.16,LL,120.0,56.0,1390,1831,9295,8583,4034,3496,28629,0,0
동작구,흑석동,7,21,27,21,37,22,13,43,16,69,865034.664,59625.66978,84873.61523,363187.7067,203435.7503,74422.98215,79488.93872,768025.0562,52271.03056,75091.69014,287319.6815,204090.8525,70760.29018,78491.51291,1,1,0,5,3,2,0,34643,14450,2.4,5409.45,LH,121.0,61.0,2154,2188,10152,9549,4029,3820,31892,1,0
동작구,사당1동,8,11,26,5,37,31,17,55,9,77,601972.0485,28257.30944,29227.83535,243033.9616,172978.9684,65765.89956,62708.0732,612197.2048,30101.22086,33413.64421,254410.1123,167399.3867,66022.04628,60850.7925,0,0,0,1,1,0,0,23311,12573,1.85,5417.95,LL,114.0,53.0,682,887,10045,5991,2990,2514,23109,2,2
동작구,사당2동,13,17,29,20,52,19,22,55,18,82,757912.5704,71453.53749,61350.8331,206614.5843,229181.3514,90769.70527,98542.55956,791638.0842,76504.74935,65243.8555,222955.6918,238237.4442,90960.48746,97735.85665,0,0,0,3,1,1,1,26268,11011,2.39,5388.88,LL,121.0,55.0,1882,1848,8177,8961,4133,3816,28817,4,4
동작구,사당3동,7,11,15,6,12,10,4,25,11,27,446371.3188,45068.83633,39955.37265,117682.7916,130660.0908,53131.94423,59872.28478,475675.762,41693.05976,39986.44683,130046.2596,147250.5273,55193.54671,61505.91948,1,1,0,3,2,1,0,24202,9691,2.5,5417.95,LH,120.0,58.0,1877,1608,6969,7317,3428,3038,24237,1,0
동작구,사당4동,1,6,11,1,7,7,8,10,15,21,317118.1062,22748.33587,20239.54931,105436.8409,92295.44827,36691.49265,39706.43811,348407.2736,23269.25661,23025.21229,119153.7442,103095.4881,38632.69603,41230.87785,0,0,0,1,0,1,0,14175,6640,2.13,5417.95,HL,127.0,53.0,637,680,4971,4091,2072,1826,14277,0,0
동작구,사당5동,0,4,6,1,2,3,5,17,1,13,257152.1257,22638.87472,24478.25744,78597.36103,75469.13739,27644.92192,28323.57272,265826.8899,19258.70679,20686.97666,85068.71391,82690.2691,29233.27373,28888.94868,0,0,0,4,2,1,1,14294,6180,2.31,5417.95,LL,119.0,54.0,917,963,4685,4420,1877,1594,14456,0,0
동작구,대방동,8,22,16,13,27,15,13,42,21,43,963458.0287,57362.3515,117561.1958,304129.2562,292425.3203,91253.11814,100726.7869,958074.7236,49144.96056,101085.9983,321017.176,296938.2292,90276.16478,99612.19261,0,0,0,11,3,4,4,38644,16353,2.36,5745.48,LH,120.0,56.0,1885,3850,11562,12156,4331,3973,37757,4,2
